TS

1

TS

TS

4

TS

TS

2

TS

4

4

TS

TS

TS

TS

3

TS

2

4

TS

4

TS

TS

1

TS

TS

2

TS

1

TS

1

3

TS

TS

4

1

1

TS

TS

1

TS

TS

TS

TS

TS

2

5

1

TS

2

2

4

1

4

4

TS

TS

TS

TS

5

TS

4

1

TS

2

4

TS

TS

1

TS

TS

TS

2

TS

4

TS

1

1

TS

1

TS

1

TS

TS

TS

TS

4

TS
